Sample_ID,Match,Species,Latitude,Longitude,elevation,Sample_location,Date_sampled,Date_propagated,Date_planted,Year_planted,Mother_height,Mother_CW_1,Mother_CW_2,Mother_LS,Mother_LL1,Mother_LL2,Mother_LL3,Mother_SE1,Mother_SE2,Mother_SE3,Mother_Sex,Cutting_length,Cutting_diameter,Cutting_age,Survived_2014,Survived_2015,Survived_2016,Survived_2017,Survived_2018,Survived_2019,Survived_2020,Bed,Row,Column,Notes
KP16SP38,KP16Sp38,Salix pulchra,,,,Kluane Plateau,2008-07-16,NA,2009-07-16,2016,71,121,110,35,NA,NA,NA,NA,NA,NA,Female,34.7,9.6,NA,NA,NA,NA,0,0,0,0,14,3,7,
KP16SP39,KP16Sp39,Salix pulchra,60.96029104,-138.4154,1750.425903,Kluane Plateau,2008-07-16,NA,2009-07-16,2016,32,86,84,8,NA,NA,NA,NA,NA,NA,Unknown,29.9,7.2,NA,NA,NA,NA,0,0,0,0,14,2,7,
KP16SP40,KP16Sp40,Salix pulchra,60.95981603,-138.415835,1755.089844,Kluane Plateau,2008-07-16,NA,2009-07-16,2016,92,367,298,38,NA,NA,NA,NA,NA,NA,Unknown,27.8,6.7,NA,NA,NA,NA,0,0,0,0,14,1,7,
KP16SA1,KP16Sa1,Salix arctica,60.95535602,-138.414405,1874.891602,Kluane Plateau,2008-07-16,NA,2009-07-16,2016,4,37,25,4,NA,NA,NA,NA,NA,NA,Unknown,13.6,4.7,NA,NA,NA,NA,0,0,0,0,10,5,1,
KP16SA2,KP16Sa2,Salix arctica,60.95513097,-138.413774,1888.832275,Kluane Plateau,2008-07-16,NA,2009-07-16,2016,7,122,68,7,NA,NA,NA,NA,NA,NA,Female,26.1,9.1,NA,NA,NA,NA,0,0,0,0,10,4,1,
KP16SA3,KP16Sa3,Salix arctica,60.95523801,-138.414056,1883.824219,Kluane Plateau,2008-07-16,NA,2009-07-16,2016,5,50,43,5,NA,NA,NA,NA,NA,NA,Female,5.3,7.2,NA,NA,NA,NA,0,0,0,0,10,3,1,
KP16SA4,KP16Sa4,Salix arctica,60.955179,-138.41388,1887.406494,Kluane Plateau,2008-07-16,NA,2009-07-16,2016,6.5,54,32,8,NA,NA,NA,NA,NA,NA,Male,21.4,8,NA,NA,NA,NA,0,0,0,0,10,2,1,
KP16SA5,KP16Sa5,Salix arctica,60.95526902,-138.41366,1883.496216,Kluane Plateau,2008-07-16,NA,2009-07-16,2016,6,45,61,7,NA,NA,NA,NA,NA,NA,Female,11.5,8.1,NA,NA,NA,NA,1,1,1,,10,1,1,
KP16SA6,KP16Sa6,Salix arctica,60.95526902,-138.41366,1883.496216,Kluane Plateau,2008-07-16,NA,2009-07-16,2016,5,55,40,7,NA,NA,NA,NA,NA,NA,Male,19.9,7.8,NA,NA,NA,NA,1,1,1,1,15,5,6,
KP16SA7,KP16Sa7,Salix arctica,60.95526902,-138.41366,1883.496216,Kluane Plateau,2008-07-16,NA,2009-07-16,2016,4,155,32,5,NA,NA,NA,NA,NA,NA,Female,14.2,4.9,NA,NA,NA,NA,0,0,0,0,15,4,6,
KP16SA8,KP16Sa8,Salix arctica,60.95528997,-138.41387,1880.005859,Kluane Plateau,2008-07-16,NA,2009-07-16,2016,6,57,50,6,NA,NA,NA,NA,NA,NA,Female,15.9,8.3,NA,NA,NA,NA,0,0,0,0,15,3,6,
KP16SA9,KP16Sa9,Salix arctica,60.95533599,-138.413997,1879.22644,Kluane Plateau,2008-07-16,NA,2009-07-16,2016,5,55,37,10,NA,NA,NA,NA,NA,NA,Male,19.1,9.5,NA,NA,NA,NA,0,0,0,0,15,2,6,
KP16SA10,KP16Sa10,Salix arctica,60.95533599,-138.413997,1879.22644,Kluane Plateau,2008-07-16,NA,2009-07-16,2016,7,66,57,20,NA,NA,NA,NA,NA,NA,Male,17.8,10.3,NA,NA,NA,NA,0,0,0,0,15,1,6,
KP16SA11,KP16Sa11,Salix arctica,60.95529199,-138.414062,1878.238281,Kluane Plateau,2008-07-16,2008-07-16,2008-08-16,2016,6,62,41,8,NA,NA,NA,NA,NA,NA,Female,20.1,7.5,NA,NA,NA,NA,0,0,0,0,15,5,1,
KP16SA12,KP16Sa12,Salix arctica,60.955295,-138.413982,1878.625366,Kluane Plateau,2008-07-16,2008-07-16,2008-08-16,2016,7,97,41,15,NA,NA,NA,NA,NA,NA,Female,19,6.7,NA,NA,NA,NA,0,0,0,0,15,4,1,
KP16SA13,KP16Sa13,Salix arctica,60.95527204,-138.41404,1878.75769,Kluane Plateau,2008-07-16,2008-07-16,2008-08-16,2016,4.5,50,23,13,NA,NA,NA,NA,NA,NA,Unknown,13.1,9.8,NA,NA,NA,NA,0,0,0,0,15,3,1,
KP16SA14,KP16Sa14,Salix arctica,60.95513701,-138.413625,1880.427124,Kluane Plateau,2008-07-16,2008-07-16,2008-08-16,2016,7,41,35,9,NA,NA,NA,NA,NA,NA,Female,17.2,9.7,NA,NA,NA,NA,0,0,0,0,15,2,1,
KP16SA15,KP16Sa15,Salix arctica,60.95514396,-138.413575,1879.579834,Kluane Plateau,2008-07-16,2008-07-16,2008-08-16,2016,4.5,53,40,8,NA,NA,NA,NA,NA,NA,Female,16.9,7.4,NA,NA,NA,NA,0,0,0,0,15,1,1,
KP16SA16,KP16Sa16,Salix arctica,60.95512996,-138.413556,1878.408081,Kluane Plateau,2008-07-16,2008-07-16,2008-08-16,2016,5,68,25,6,NA,NA,NA,NA,NA,NA,Male,13,6.9,NA,NA,NA,NA,0,0,0,0,15,5,5,
KP16SA17,KP16Sa17,Salix arctica,60.95512401,-138.413469,1878.848389,Kluane Plateau,2008-07-16,2008-07-16,2008-08-16,2016,5,80,47,8,NA,NA,NA,NA,NA,NA,Male,17.2,11.5,NA,NA,NA,NA,0,0,0,0,15,4,5,
KP16SA18,KP16Sa18,Salix arctica,60.955108,-138.413401,1876.573608,Kluane Plateau,2008-07-16,2008-07-16,2008-08-16,2016,6,7.2,42,6,NA,NA,NA,NA,NA,NA,Male,15.4,6.5,NA,NA,NA,NA,0,0,0,0,15,3,5,
KP16SA19,KP16Sa19,Salix arctica,60.955078,-138.413365,1876.063232,Kluane Plateau,2008-07-16,2008-07-16,2008-08-16,2016,6,64,53,6,NA,NA,NA,NA,NA,NA,Female,17.5,6.7,NA,NA,NA,NA,0,0,0,0,15,2,5,
KP16SA20,KP16Sa20,Salix arctica,60.95503198,-138.413567,1879.401367,Kluane Plateau,2008-07-16,2008-07-16,2008-08-16,2016,6,76,57,4,NA,NA,NA,NA,NA,NA,Female,20.1,5,NA,NA,NA,NA,0,0,0,0,15,1,5,
KP16BN1,KP16BN1,Betula nana,,,,Kluane Plateau,2008-07-16,NA,2009-07-16,2016,89,130,374,15,NA,NA,NA,NA,NA,NA,Unknown,27.6,6,NA,NA,NA,NA,0,0,0,0,10,3,6,
KP16BN2,KP16BN2,Betula nana,,,,Kluane Plateau,2008-07-16,NA,2009-07-16,2016,12,417,395,65,NA,NA,NA,NA,NA,NA,Unknown,25.1,12.2,NA,NA,NA,NA,0,0,0,0,10,2,6,
KP16BN3,KP16BN3,Betula nana,,,,Kluane Plateau,2008-07-16,NA,2009-07-16,2016,78,314,241,17,NA,NA,NA,NA,NA,NA,Unknown,41.2,11.5,NA,NA,NA,NA,0,0,0,0,10,1,6,
HE16SP1,HE16SP1,Salix pulchra,69.57760901,-138.921231,41.65971,Qikiqtaruk,2011-07-16,2011-07-16,2006-08-16,2016,23,39,27,9,NA,NA,NA,NA,NA,NA,Female,43,Unknown,NA,NA,NA,NA,0,0,0,0,8,1,3,
HE16SP2,HE16SP2,Salix pulchra,69.57762402,-138.921614,38.925034,Qikiqtaruk,2011-07-16,2011-07-16,2006-08-16,2016,26,39,27,9,NA,NA,NA,NA,NA,NA,Female,37,Unknown,NA,NA,NA,NA,0,0,0,0,8,1,4,
HE16SP3,HE16SP3,Salix pulchra,69.57763097,-138.921782,38.511154,Qikiqtaruk,2011-07-16,2011-07-16,2006-08-16,2016,24,36,26,10,NA,NA,NA,NA,NA,NA,Female,49,Unknown,NA,NA,NA,NA,0,0,0,0,8,1,5,
HE16SP4,HE16SP4,Salix pulchra,69.57765201,-138.921956,36.458759,Qikiqtaruk,2011-07-16,2011-07-16,2006-08-16,2016,35,43,47,10,NA,NA,NA,NA,NA,NA,Unknown,51,Unknown,NA,NA,NA,NA,0,0,0,0,8,1,6,
HE16SP5,HE16SP5,Salix pulchra,69.57778201,-138.921808,40.568977,Qikiqtaruk,2011-07-16,2011-07-16,2006-08-16,2016,29,55,51,9,NA,NA,NA,NA,NA,NA,Female,62,Unknown,NA,NA,NA,NA,0,0,0,0,8,1,7,
HE16SP6,HE16SP6,Salix pulchra,69.577621,-138.922416,38.070862,Qikiqtaruk,2011-07-16,2011-07-16,2006-08-16,2016,71,496,404,23,NA,NA,NA,NA,NA,NA,Female,57,Unknown,NA,NA,NA,NA,0,0,0,0,9,5,3,
HE16SP7,HE16SP7,Salix pulchra,69.57753399,-138.922693,34.532242,Qikiqtaruk,2011-07-16,2011-07-16,2006-08-16,2016,55,500+,500+,21,NA,NA,NA,NA,NA,NA,Female,50,Unknown,NA,NA,NA,NA,0,0,0,0,9,4,3,
HE16SP8,HE16SP8,Salix pulchra,69.57747297,-138.923136,33.031979,Qikiqtaruk,2011-07-16,2011-07-16,2006-08-16,2016,34,184,170,9,NA,NA,NA,NA,NA,NA,Female,31,Unknown,NA,NA,NA,NA,0,0,0,0,9,3,3,
HE16SP9,HE16SP9,Salix pulchra,69.57753198,-138.923464,32.435982,Qikiqtaruk,2011-07-16,2011-07-16,2006-08-16,2016,53,222,170,11,NA,NA,NA,NA,NA,NA,Female,41,Unknown,NA,NA,NA,NA,0,0,0,0,9,2,3,
HE16SP10,HE16SP10,Salix pulchra,69.57741003,-138.923511,31.855103,Qikiqtaruk,2011-07-16,2011-07-16,2006-08-16,2016,40,232,227,25,NA,NA,NA,NA,NA,NA,Female,59,Unknown,NA,NA,NA,NA,0,0,0,0,9,1,3,
HE16SR1,HE16SR1,Salix richardsonii,69.57326702,-138.899889,8.959464,Qikiqtaruk,2011-07-16,2011-07-16,2006-08-16,2016,88,NA,NA,20,NA,NA,NA,NA,NA,NA,Male,57,Unknown,NA,NA,NA,NA,0,0,0,0,7,2,3,
HE16SR2,HE16SR2,Salix richardsonii,69.57317297,-138.899871,8.262083,Qikiqtaruk,2011-07-16,2011-07-16,2006-08-16,2016,52,NA,NA,15,NA,NA,NA,NA,NA,NA,Female,45,Unknown,NA,NA,NA,NA,0,0,0,0,7,2,4,
HE16SR3,HE16SR3,Salix richardsonii,69.57300701,-138.899863,6.7118,Qikiqtaruk,2011-07-16,2011-07-16,2006-08-16,2016,72,NA,NA,18,NA,NA,NA,NA,NA,NA,Female,55,Unknown,NA,NA,NA,NA,0,0,0,0,7,2,5,
HE16SR4,HE16SR4,Salix richardsonii,69.57286804,-138.899907,6.091168,Qikiqtaruk,2011-07-16,2011-07-16,2006-08-16,2016,52,NA,NA,15,NA,NA,NA,NA,NA,NA,Female,43,Unknown,NA,NA,NA,NA,0,0,0,0,7,2,6,
HE16SR5,HE16SR5,Salix richardsonii,69.57278397,-138.899962,5.094309,Qikiqtaruk,2011-07-16,2011-07-16,2006-08-16,2016,44,NA,NA,20,NA,NA,NA,NA,NA,NA,Male,35,Unknown,NA,NA,NA,NA,0,0,0,0,7,2,7,
HE16SR6,HE16SR6,Salix richardsonii,69.57267802,-138.899928,4.171034,Qikiqtaruk,2011-07-16,2011-07-16,2006-08-16,2016,60,NA,NA,17,NA,NA,NA,NA,NA,NA,Female,48,Unknown,NA,NA,NA,NA,0,0,0,0,4,5,2,
HE16SR7,HE16SR7,Salix richardsonii,69.57258498,-138.899915,2.861567,Qikiqtaruk,2011-07-16,2011-07-16,2006-08-16,2016,67,NA,NA,29,NA,NA,NA,NA,NA,NA,Male,46,Unknown,NA,NA,NA,NA,0,0,0,0,4,4,2,
HE16SR8,HE16SR8,Salix richardsonii,69.57243604,-138.899978,2.644127,Qikiqtaruk,2011-07-16,2011-07-16,2006-08-16,2016,68,NA,NA,23,NA,NA,NA,NA,NA,NA,Female,47,Unknown,NA,NA,NA,NA,0,0,0,0,4,3,2,
HE16SR9,HE16SR9,Salix richardsonii,69.57232699,-138.900155,1.815962,Qikiqtaruk,2011-07-16,2011-07-16,2006-08-16,2016,61,NA,NA,20,NA,NA,NA,NA,NA,NA,Female,49,Unknown,NA,NA,NA,NA,0,0,0,0,4,2,2,
HE16SR10,HE16SR10,Salix richardsonii,69.57223697,-138.900232,-0.268199,Qikiqtaruk,2011-07-16,2011-07-16,2006-08-16,2016,45,NA,NA,21,NA,NA,NA,NA,NA,NA,Female,41,Unknown,NA,NA,NA,NA,0,0,0,0,4,1,2,
HE16SP11,HE16SP11,Salix pulchra,69.580339,-138.881239,55.224697,Qikiqtaruk,2023-07-16,2024-07-16,2006-08-16,2016,15,90,44,7,39,35,NA,68,56,NA,Unknown,26.6,5,NA,NA,NA,NA,1,0,0,0,9,5,7,
HE16SP12,HE16SP12,Salix pulchra,69.58040203,-138.881105,55.183582,Qikiqtaruk,2023-07-16,2024-07-16,2006-08-16,2016,17,40,47,7,38,42,NA,40,38,NA,Unknown,18.3,4.6,NA,NA,NA,NA,0,0,0,0,9,4,7,
HE16SP13,HE16SP13,Salix pulchra,69.58043497,-138.881086,56.756489,Qikiqtaruk,2023-07-16,2024-07-16,2006-08-16,2016,23,100,59,7,36,50,NA,30,21,NA,Unknown,25.1,7.1,NA,NA,NA,NA,0,0,0,0,9,3,7,
HE16SP14,HE16SP14,Salix pulchra,69.58050999,-138.881104,57.818752,Qikiqtaruk,2023-07-16,2024-07-16,2006-08-16,2016,19,84,72,9,35,38,NA,20,18,NA,Unknown,25.6,5.9,NA,NA,NA,NA,0,0,0,0,9,2,7,
HE16SP15,HE16SP15,Salix pulchra,69.58055902,-138.880989,59.216431,Qikiqtaruk,2023-07-16,2024-07-16,2006-08-16,2016,19,111,72,7,43,41,NA,35,15,NA,Female,19.9,6.6,NA,NA,NA,NA,1,1,1,1,9,1,7,
HE16SP16,HE16SP16,Salix pulchra,69.580498,-138.881566,62.077202,Qikiqtaruk,2023-07-16,2024-07-16,2006-08-16,2016,21,194,153,10.5,42,41,NA,54,53,NA,Female,31.5,9,NA,NA,NA,NA,1,1,,0,14,5,1,
HE16SP17,HE16SP17,Salix pulchra,,,,Qikiqtaruk,2023-07-16,2024-07-16,2006-08-16,2016,28.5,188,155,7.3,33,33,NA,40,42,NA,Female,30.4,7.4,NA,NA,NA,NA,1,1,1,1,14,4,1,
HE16SP18,HE16SP18,Salix pulchra,69.58015996,-138.882147,57.202526,Qikiqtaruk,2023-07-16,2024-07-16,2006-08-16,2016,39,281,175,10.9,47,48,NA,49,76,NA,Male,35,8.6,NA,NA,NA,NA,0,0,0,0,14,3,1,
HE16SP19,HE16SP19,Salix pulchra,69.58016398,-138.881729,58.459766,Qikiqtaruk,2023-07-16,2024-07-16,2006-08-16,2016,13,59,46,10.6,57,49,NA,105,57,NA,Unknown,31.4,7.1,NA,NA,NA,NA,1,1,,0,14,2,1,
HE16SP20,HE16SP20,Salix pulchra,69.58015501,-138.881643,57.467258,Qikiqtaruk,2023-07-16,2024-07-16,2006-08-16,2016,26.5,230,130,7.9,46,46,NA,22,26,NA,Female,38.2,5.9,NA,NA,NA,NA,0,0,0,0,14,1,1,
HE16SA1,HE16Sa1,Salix arctica,,,,Qikiqtaruk,2023-07-16,2024-07-16,2006-08-16,2016,25,500+,500+,8,NA,NA,NA,NA,NA,NA,Female,31.6,5.7,NA,NA,NA,NA,0,0,0,0,10,5,2,
HE16SA2,HE16Sa2,Salix arctica,,,,Qikiqtaruk,2023-07-16,2024-07-16,2006-08-16,2016,6,500+,500+,18,NA,NA,NA,NA,NA,NA,Female,15.3,9.7,NA,NA,NA,NA,0,0,0,0,10,4,2,
HE16SA3,HE16Sa3,Salix arctica,69.58266296,-138.889316,34.208847,Qikiqtaruk,2023-07-16,2024-07-16,2006-08-16,2016,8,172,83,10,NA,NA,NA,NA,NA,NA,Female,18.1,7,NA,NA,NA,NA,1,1,1,1,10,3,2,
HE16SA4,HE16Sa4,Salix arctica,69.58257504,-138.88969,34.658108,Qikiqtaruk,2023-07-16,2024-07-16,2006-08-16,2016,8,92,86,39,NA,NA,NA,NA,NA,NA,Male,22.5,8.2,NA,NA,NA,NA,0,0,0,0,10,2,2,
HE16SA5,HE16Sa5,Salix arctica,69.58237798,-138.889346,32.966278,Qikiqtaruk,2023-07-16,2024-07-16,2006-08-16,2016,10,235,143,6.9,NA,NA,NA,NA,NA,NA,Female,26.9,6.9,NA,NA,NA,NA,0,0,0,0,10,1,2,
HE16SR11,HE16Sr11,Salix richardsonii,69.58169502,-138.891276,26.804695,Qikiqtaruk,2023-07-16,2024-07-16,2009-08-16,2016,124,500+,764,31.8,61,61,NA,121,100,NA,Female,34,11,NA,NA,NA,NA,0,0,0,0,16,5,5,
HE16SR12,HE16Sr12,Salix richardsonii,69.58158396,-138.891489,24.425377,Qikiqtaruk,2023-07-16,2024-07-16,2009-08-16,2016,68,427,237,24,47,43,NA,105,50,NA,Male,39.2,8.8,NA,NA,NA,NA,0,0,0,0,16,4,5,
HE16SR13,HE16Sr13,Salix richardsonii,69.58154096,-138.891113,24.29361,Qikiqtaruk,2023-07-16,2024-07-16,2009-08-16,2016,70,491,284,27,45,54,NA,60,71,NA,Male,28.7,9.3,NA,NA,NA,NA,0,0,0,0,16,3,5,
HE16SR14,HE16Sr14,Salix richardsonii,69.58143401,-138.891552,26.68988,Qikiqtaruk,2023-07-16,2024-07-16,2009-08-16,2016,34,206,147,16,44,40,NA,30,24,NA,Unknown,28.2,8.7,NA,NA,NA,NA,0,0,0,0,16,2,5,
HE16SR15,HE16Sr15,Salix richardsonii,69.58111801,-138.891239,26.270315,Qikiqtaruk,2023-07-16,2024-07-16,2009-08-16,2016,38,232,150,18,40,35,NA,24,25,NA,Unknown,32.1,10.2,NA,NA,NA,NA,0,0,0,0,16,1,5,
HE16SR16,HE16SR16,Salix richardsonii,69.58092196,-138.891686,28.561073,Qikiqtaruk,2023-07-16,2024-07-16,2009-08-16,2016,67,331,220,33,47,46,NA,95,48,NA,Male,31.2,11.2,NA,NA,NA,NA,0,0,0,0,13,5,1,
HE16SR17,HE16SR17,Salix richardsonii,69.58236499,-138.892889,47.110416,Qikiqtaruk,2023-07-16,2024-07-16,2009-08-16,2016,65,229,221,26.6,104,89,NA,65,63,NA,Female,36.5,10.9,NA,NA,NA,NA,0,0,0,0,13,4,1,
HE16SR18,HE16SR18,Salix richardsonii,69.58202703,-138.891986,43.8027,Qikiqtaruk,2023-07-16,2024-07-16,2009-08-16,2016,59,183,155,20.3,82,81,NA,270,277,NA,Unknown,36.7,9.6,NA,NA,NA,NA,0,0,0,0,13,3,1,
HE16SR19,HE16SR19,Salix richardsonii,69.58200398,-138.891762,46.080078,Qikiqtaruk,2023-07-16,2024-07-16,2009-08-16,2016,62,403,624,21.7,58,62,NA,172,151,NA,Male,33.6,10,NA,NA,NA,NA,0,0,0,0,13,2,1,
HE16SR20,HE16SR20,Salix richardsonii,69.58190097,-138.891404,45.194695,Qikiqtaruk,2023-07-16,2024-07-16,2009-08-16,2016,33,132,188,9,50,48,NA,61,67,NA,Female,38,7.1,NA,NA,NA,NA,0,0,0,0,13,1,1,
HE16SA6,HE16SA6,Salix arctica,69.58041896,-138.879975,60.135944,Qikiqtaruk,2023-07-16,2024-07-16,2006-08-16,2016,8,60,19,8,NA,NA,NA,NA,NA,NA,Unknown,20.2,7.7,NA,NA,NA,NA,1,1,1,1,15,5,2,
HE16SA7,HE16SA7,Salix arctica,69.58077301,-138.879213,65.086372,Qikiqtaruk,2023-07-16,2024-07-16,2006-08-16,2016,11,56,27,6,NA,NA,NA,NA,NA,NA,Unknown,27.6,6.1,NA,NA,NA,NA,1,1,1,1,15,4,2,
HE16SA8,HE16SA8,Salix arctica,69.58025803,-138.881296,59.910358,Qikiqtaruk,2023-07-16,2024-07-16,2006-08-16,2016,7,86,41,6.8,NA,NA,NA,NA,NA,NA,Unknown,26.3,7,NA,NA,NA,NA,1,1,,,15,3,2,
HE16SA9,HE16SA9,Salix arctica,69.58044302,-138.881764,60.668205,Qikiqtaruk,2023-07-16,2024-07-16,2006-08-16,2016,7,127,88,8.6,NA,NA,NA,NA,NA,NA,Unknown,30.2,8.3,NA,NA,NA,NA,0,0,0,0,15,2,2,
HE16SA10,HE16SA10,Salix arctica,69.580497,-138.881576,61.486916,Qikiqtaruk,2023-07-16,2024-07-16,2006-08-16,2016,6,40,66,23.6,NA,NA,NA,NA,NA,NA,Unknown,20.8,6.2,NA,NA,NA,NA,1,1,,,15,1,2,
HE16SP21,HE16SP21,Salix pulchra,69.57763399,-138.958922,20.702061,Qikiqtaruk,2024-07-16,2025-07-16,2006-08-16,2016,39,217,277,16.9,48,52,NA,124,49,NA,Female,45.2,11.9,NA,NA,NA,NA,0,0,0,0,14,5,4,
HE16SP22,HE16SP22,Salix pulchra,69.57768696,-138.958883,20.200804,Qikiqtaruk,2024-07-16,2025-07-16,2006-08-16,2016,87,98,151,11.3,78,81,NA,90,105,NA,Female,49.5,10.2,NA,NA,NA,NA,0,0,0,0,14,4,4,
HE16SP23,HE16SP23,Salix pulchra,69.57768101,-138.958754,20.626072,Qikiqtaruk,2024-07-16,2025-07-16,2006-08-16,2016,55,1005,462,12,50,48,NA,112,103,NA,Female,46.4,9.3,NA,NA,NA,NA,0,0,0,0,14,3,4,
HE16SP24,HE16SP24,Salix pulchra,69.57782501,-138.958665,22.125296,Qikiqtaruk,2024-07-16,2025-07-16,2006-08-16,2016,77,515,306,15.6,62,46,NA,205,66,NA,Female,44.9,8.8,NA,NA,NA,NA,0,0,0,0,14,2,4,
HE16SP25,HE16SP25,Salix pulchra,69.57788704,-138.958608,22.4834,Qikiqtaruk,2024-07-16,2025-07-16,2006-08-16,2016,83,238,283,14.9,53,51,NA,81,137,NA,Female,47.2,13.6,NA,NA,NA,NA,1,0,0,0,14,1,4,
HE16SP26,HE16SP26,Salix pulchra,,,,Qikiqtaruk,2024-07-16,2025-07-16,2006-08-16,2016,91,367,568,12.7,66,67,NA,109,88,NA,Female,35.2,9.8,NA,NA,NA,NA,0,0,0,0,14,5,6,
HE16SP27,HE16SP27,Salix pulchra,69.57819197,-138.958089,24.150539,Qikiqtaruk,2024-07-16,2025-07-16,2006-08-16,2016,39,141,89,12.9,40,42,NA,31,38,NA,Female,36,11.5,NA,NA,NA,NA,0,0,0,0,14,4,6,
HE16SP28,HE16SP28,Salix pulchra,69.578196,-138.957878,24.070839,Qikiqtaruk,2024-07-16,2025-07-16,2006-08-16,2016,35,500+,500+,8.1,54,49,NA,79,38,NA,Unknown,20.5,8.8,NA,NA,NA,NA,0,0,0,0,14,3,6,
HE16SP29,HE16SP29,Salix pulchra,69.57842499,-138.958032,24.214718,Qikiqtaruk,2024-07-16,2025-07-16,2006-08-16,2016,53,652,426,13,51,55,NA,166,156,NA,Female,44.5,12.1,NA,NA,NA,NA,0,0,0,0,14,2,6,
HE16SP30,HE16SP30,Salix pulchra,69.57912404,-138.95769,22.957535,Qikiqtaruk,2024-07-16,2025-07-16,2006-08-16,2016,52,428,402,15.6,97,76,NA,181,260,NA,Unknown,46.5,12.9,NA,NA,NA,NA,0,0,0,0,14,1,6,
HE16SR21,HE16SR21,Salix richardsonii,69.57758898,-138.958542,23.509045,Qikiqtaruk,2024-07-16,2025-07-16,2006-08-16,2016,69,115,95,20,NA,NA,NA,NA,NA,NA,Male,35.6,8.5,NA,NA,NA,NA,0,0,0,0,13,5,5,
HE16SR22,HE16SR22,Salix richardsonii,69.57774899,-138.958696,24.743538,Qikiqtaruk,2024-07-16,2025-07-16,2006-08-16,2016,77,120,109,15,NA,NA,NA,NA,NA,NA,Unknown,34.7,10.1,NA,NA,NA,NA,0,0,0,0,13,4,5,
HE16SR23,HE16SR23,Salix richardsonii,69.57787002,-138.958559,24.549881,Qikiqtaruk,2024-07-16,2025-07-16,2006-08-16,2016,62,157,128,24,NA,NA,NA,NA,NA,NA,Unknown,39.1,8.5,NA,NA,NA,NA,1,0,0,0,13,3,5,
HE16SR24,HE16SR24,Salix richardsonii,69.57824101,-138.958272,25.216364,Qikiqtaruk,2024-07-16,2025-07-16,2006-08-16,2016,61,75,24,17,NA,NA,NA,NA,NA,NA,Unknown,31.3,9.5,NA,NA,NA,NA,0,0,0,0,13,2,5,
HE16SR25,HE16SR25,Salix richardsonii,69.57855198,-138.958187,26.172758,Qikiqtaruk,2024-07-16,2025-07-16,2006-08-16,2016,29,68,80,25,NA,NA,NA,NA,NA,NA,Unknown,22.5,7.4,NA,NA,NA,NA,0,0,0,0,13,1,5,
HE16SR26,HE16Sr26,Salix richardsonii,69.578239,-138.957954,25.226439,Qikiqtaruk,2024-07-16,2025-07-16,2006-08-16,2016,35,110,40,10,NA,NA,NA,NA,NA,NA,Unknown,25.2,8.8,NA,NA,NA,NA,0,0,0,0,16,5,6,
HE16SR27,HE16Sr27,Salix richardsonii,69.57819197,-138.95786,25.532749,Qikiqtaruk,2024-07-16,2025-07-16,2006-08-16,2016,25,127,161,15,NA,NA,NA,NA,NA,NA,Female,30.4,8.2,NA,NA,NA,NA,0,0,0,0,16,4,6,
HE16SR28,HE16Sr28,Salix richardsonii,69.57732696,-138.958254,19.742151,Qikiqtaruk,2024-07-16,2025-07-16,2006-08-16,2016,30,106,82,19,NA,NA,NA,NA,NA,NA,Unknown,24,8,NA,NA,NA,NA,0,0,0,0,16,3,6,
HE16SR29,HE16Sr29,Salix richardsonii,69.57729201,-138.957992,20.109985,Qikiqtaruk,2024-07-16,2025-07-16,2006-08-16,2016,38,126,95,19,NA,NA,NA,NA,NA,NA,Unknown,30.5,9.5,NA,NA,NA,NA,0,0,0,0,16,2,6,
HE16SR30,HE16Sr30,Salix richardsonii,69.57727499,-138.957741,21.32798,Qikiqtaruk,2024-07-16,2025-07-16,2006-08-16,2016,31,82,62,15,NA,NA,NA,NA,NA,NA,Male,34.1,7.7,NA,NA,NA,NA,0,0,0,0,16,1,6,
HE16SA11,HE16SA11,Salix arctica,69.58270102,-138.889365,33.017838,Qikiqtaruk,2024-07-16,2025-07-16,2006-08-16,2016,8,44,29,9,NA,NA,NA,NA,NA,NA,Unknown,28,8.4,NA,NA,NA,NA,0,0,0,0,15,5,4,
HE16SA12,HE16SA12,Salix arctica,69.58274703,-138.88948,30.397955,Qikiqtaruk,2024-07-16,2025-07-16,2006-08-16,2016,12,54,44,7,NA,NA,NA,NA,NA,NA,Female,15.6,7.7,NA,NA,NA,NA,0,0,0,0,15,4,4,
HE16SA13,HE16SA13,Salix arctica,69.57767598,-138.951852,26.86038,Qikiqtaruk,2024-07-16,2025-07-16,2006-08-16,2016,8.5,44,69,5,NA,NA,NA,NA,NA,NA,Unknown,24,3.5,NA,NA,NA,NA,0,0,0,0,15,3,4,
HE16SA14,HE16SA14,Salix arctica,69.57768998,-138.951712,29.399124,Qikiqtaruk,2024-07-16,2025-07-16,2006-08-16,2016,12,39,35,5.1,NA,NA,NA,NA,NA,NA,Unknown,19.1,5.7,NA,NA,NA,NA,1,1,1,1,15,2,4,
HE16SA15,HE16SA15,Salix arctica,69.57776902,-138.951689,30.480057,Qikiqtaruk,2024-07-16,2025-07-16,2006-08-16,2016,11,99,83,4.8,NA,NA,NA,NA,NA,NA,Unknown,21.6,3.7,NA,NA,NA,NA,0,0,0,0,15,1,4,
